nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal;Jornada;Nacional - Regional (Cuyo);Derecho;2025-09-29;2025-06-13;2025-06-13;2025;junio;13;13;13 de junio;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;el aula E de la Facultad de Derecho, UNCUYO;Desconocido;Facultad de Derecho;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;Facultad de Derecho;86.0;Sí
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal;Jornada;Nacional - Regional (Cuyo);Derecho;2025-06-10;2025-06-13;2025-06-13;2025;junio;13;13;viernes 13 de junio;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;aula E de la Facultad de Derecho, UNCUYO;Desconocido;Facultad de Derecho;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;Dirección del Seminario en Administración de Consorcios FD UNCUYO;86.0;Sí
Conversaciones con Daniel Arroyo en la FCPyS;Encuentro;Local;Ciencias históricas y sociales;2025-05-19;2025-05-16;2025-05-16;2025;mayo;16;16;el pasado viernes 16 de mayo;https://fcp.uncuyo.edu.ar/el-politogo-daniel-arroyo-estuvo-en-la-fcpys;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Ciencias Políticas y Sociales;Facultad de Ciencias Políticas y Sociales (FCPyS);Desconocido;Facultad de Ciencias Políticas y Sociales (FCPyS) M5502JMA;NO_MATCH;86.0;Sí;Facultad de Ciencias Políticas y Sociales (FCPyS) - Universidad Nacional de Córdoba (UNCUYO);90.0;No
Diplomatura en Pericia Caligráfica y Grafopsicológica;Otro tipo de evento;NS/NC;Derecho;2025-06-01;;;2025;Junio;;;Inicio: Junio;https://www.umaza.edu.ar/landings/diplomatura-en-pericia-caligrafica-y-grafopsicologica;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;universidad Maza;Av. Acceso Este, Lateral Sur 2245, Guaymallén, Mendoza;LAS CAÑAS;"Facultad de Ciencias Sociales y Comunicación 
Av. Acceso Este, Lateral Sur 2245, Guaymallén, Mendoza 
Adolfo Calle 4136, Guaymallén, Mendoza 
Chile y Alem, Tunuyán, Mendoza 
Defensa s/n, La Colonia, Junín 
Dr. Nicolas Avellaneda 351, San Rafael, Mendoza 
Ruta Provincial 24 esquina Guarientos, Lavalle, Mendoza";NO_MATCH;86.0;Sí;Universidad Maza;100.0;No
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal Organizada por la Dirección del Seminario en Administración de Consorcios FD UNCUYO en colaboración con AIERH;Jornada;Local;Derecho;2025-06-10;2025-06-13;2025-06-13;2025;junio;13;13;viernes 13 de junio de 2025;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;aula E de la Facultad de Derecho, UNCUYO;MENDOZA;Facultad de Derecho.;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;Dirección del Seminario en Administración de Consorcios FD UNCUYO;86.0;Sí
Seminario de Posgrado | Tutela Procesal del Consumidor;Seminario;Nacional - Regional (Cuyo);Derecho;2025-05-14;2025-06-04;2025-09-03;2025;junio;4;;4 de junio. 14 de mayo de 2025, del 4 al 3 de septiembre;https://derecho.uncuyo.edu.ar/seminario-de-posgrado-tutela-procesal-del-consumidor;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Inicia el 4 de junio;MENDOZA;"Universidad Nacional de Cuyo
Facultad de Derecho 
M5500JMA. Mendoza, Argentina";NO_MATCH;88.0;Sí;Secretaría de Ciencia, Técnica y Posgrado;86.0;Sí
Tiempos modernos;Evento Cultural;Provincial;Entretenimiento;2025-05-09;2025-05-11;2025-05-11;2025;mayo;11;11;domingo 11 de mayo (taller 15.30-18.30, presentación 20.30);https://www.unidiversidad.com.ar/pablo-picotto-llega-a-mendoza-con-su-unipersonal-tiempos-modernos;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Universidad Nacional de Cuyo (UNCuyo);Teatro Independencia;MENDOZA;Teatro Independencia;Teatro Independencia;100.0;No;UNCUYO;90.0;No
Conversaciones con Daniel Arroyo en la FCPyS;Encuentro;Nacional;Ciencias históricas y sociales;2025-05-19;2025-05-19;2025-05-19;2025;mayo;16;;El pasado viernes 16 de mayo;https://fcp.uncuyo.edu.ar/el-politogo-daniel-arroyo-estuvo-en-la-fcpys;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);;MENDOZA;Facultad de Ciencias Políticas y Sociales;NO_MATCH;86.0;Sí;UNIVERSIDAD NACIONAL DE CUYO (UNCUYO);100.0;No
Seminario | Niños, niñas y adolescentes en conflicto con la ley penal;Seminario;Nacional - Regional (Cuyo);Derecho;2025-05-26;2025-06-11;2025-06-18;2025;junio;11;18;Los miércoles 11 y 18 de junio de 17 a 19 hs.;https://derecho.uncuyo.edu.ar/seminario-ninos-ninas-y-adolescentes-en-conflicto-con-la-ley-penal;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Modalidad sincrónica virtual;Desconocido;No hay un nombre del teatro, centro cultural, estadio o sala específico en la página.;NO_MATCH;86.0;Sí;Facultad de Derecho;86.0;Sí
Congreso Nacional de Cardiología 2025;Congreso;Nacional;Medicina;2025-05-27;2025-05-29;2025-05-31;2025;mayo;29;31;del 29 al 31 de mayo;https://www.mendoza.gov.ar/prensa/con-la-participacion-de-referentes-mundiales-de-la-especialidad-se-realizara-en-mendoza-el-congreso-nacional-de-cardiologia-2025/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;un importante hotel del Gran Mendoza;Desconocido;Gran Mendoza;NO_MATCH;86.0;Sí;Prensa Gobierno de Mendoza;95.0;No
Colación de Grados 2025;Congreso;Local;Medicina;2025-12-19;2025-12-19;2025-12-19;2025;diciembre;19;19;19 de diciembre de 2018;https://fcm.uncuyo.edu.ar/no-se-publica;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Ciencias Médicas;M5502JMA. Mendoza, Argentina;MENDOZA;No se encuentra información relevante sobre la sede o locación principal en el texto.;NO_MATCH;86.0;Sí;Facultad de Ciencias Médicas de la UNCUYO;95.0;No
Congreso Nacional de Cardiología;Congreso;Nacional - Regional (Cuyo);Medicina;2025-05-27;2025-05-29;2025-05-31;2025;mayo;29;31;del 29 al 31 de mayo;https://www.mendoza.gov.ar/prensa/con-la-participacion-de-referentes-mundiales-de-la-especialidad-se-realizara-en-mendoza-el-congreso-nacional-de-cardiologia-2025/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;un importante hotel del Gran Mendoza;Desconocido;Gran Mendoza.;NO_MATCH;86.0;Sí;Prensa Gobierno de Mendoza;95.0;No
IV Jornadas de Aracnología Mendoza;Jornada;Nacional - Regional (Cuyo);Ciencias naturales y exactas;2025-05-22;2025-10-29;2025-10-31;2025;octubre;29;31;del 29 al 31 de octubre;https://fcen.uncuyo.edu.ar/iv-jornadas-de-aracnologia-mendoza-2025-un-encuentro-para-profundizar-en-el-estudio-de-los-aracnidos;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Padre Jorge Contreras 1300, Parque General San Martín, Mendoza;MENDOZA;Padre Jorge Contreras 1300, Parque General San Martín.;Parque General San Martín;90.0;No;Universidad Nacional de Cuyo;100.0;No
Congreso Nacional de Cardiología 2025;Congreso;Nacional - Regional (Cuyo);Medicina;2025-03-07;2025-05-29;2025-05-31;2025;mayo;29;31;del 29 al 31 de mayo;https://www.mendoza.gov.ar/prensa/con-la-participacion-de-referentes-mundiales-de-la-especialidad-se-realizara-en-mendoza-el-congreso-nacional-de-cardiologia-2025/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;un importante hotel del Gran Mendoza;MENDOZA;Gran Mendoza;NO_MATCH;86.0;Sí;MENDOZA GOBIERNO;95.0;No
Wine Expo;Feria;Nacional - Regional (Cuyo);Vinos y productos relacionados a la industria del vino;2025-01-01;2025-08-14;2025-08-15;2025;agosto;14;15;jueves 14 y viernes 15 de agosto;https://mendoza.puntoapunto.com.ar/wine-expo-2025-comenzo-la-preventa-de-entradas-para-la-feria-de-vinos-mas-convocante-de-mendoza/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Wine of Mendoza;hotel Hilton Mendoza, Guaymallén;GUAYMALLEN;Hotel Hilton Mendoza;Hilton Mendoza;95.0;No;Wine of Mendoza (WOM);95.0;No
Primer Encuentro Regional de Teatro Raro;Convención;Nacional - Regional (Cuyo);Arte y diseño;2025-05-02;2025-05-02;2025-05-04;2025;mayo;2;4;del viernes al domingo;https://www.elsol.com.ar/cultura/musica-y-teatro-en-la-agenda-cultural-del-fin-de-semana/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Mendoza;MENDOZA;"Teatro Independencia, 
La Nave Cultural, 
el Teatro Plaza.";Nave Cultural;90.0;No;Diario El Sol Mendoza;86.0;Sí
Festival Mendoza Flamenca;Evento Cultural;Nacional - Regional (Cuyo);Danza;2025-05-03;2025-05-03;2025-05-31;2025;mayo;3;31;del 3 al 31 de mayo;https://www.elsol.com.ar/cultura/este-sabado-comienza-el-xxii-festival-mendoza-flamenca/;Cultural;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Centro Andaluz de Mendoza (Bandera de Los Andes 236, Guaymallén);Desconocido;Centro Andaluz;NO_MATCH;86.0;Sí;La Herrería Flamenca.;86.0;Sí
Swiftie Day;Encuentro;Nacional - Regional (Cuyo);Entretenimiento, parques y atracciones;;2025-05-03;2025-05-03;2025;mayo;3;3;Del sábado 3 de mayo, de 16 a 20;https://www.mendoza.gov.ar/prensa/este-sabado-llega-al-le-parc-el-swiftie-day/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;Espacio Cultural Julio Le Parc (Mitre y Godoy Cruz, Guaymallén);GUAYMALLEN;Le Parc (Espacio Cultural Julio Le Parc);Espacio Cultural Julio Le Parc;95.0;No;Prensa Gobierno de Mendoza;95.0;No
Wine Expo;Feria;Nacional - Regional (Cuyo);Gastronomía;;2025-08-14;2025-08-15;2025;agosto;14;15;el jueves 14 y viernes 15 de agosto;https://mendoza.puntoapunto.com.ar/wine-expo-2025-comenzo-la-preventa-de-entradas-para-la-feria-de-vinos-mas-convocante-de-mendoza/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Wine of Mendoza;Hotel Hilton, Guaymallén, frente al Mendoza Shopping;Desconocido;Hotel Hilton Mendoza;Hilton Mendoza;95.0;No;Wine of Mendoza (WOM);95.0;No
Comicruz;Feria;Nacional;Arte y diseño;;2025-05-18;2025-05-18;2025;mayo;18;18;mayo 18 Hora: 4:00 pm;https://www.godoycruz.gob.ar/evento/comicruz1/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Municipalidad de Godoy Cruz;Centro Patrimonial y Artística Cristoforo Colombo (Tomba 246);Desconocido;Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246);Centro Patrimonial y Artístico Cristoforo Colombo;95.0;No;Municipalidad de Godoy Cruz;100.0;No
Día Mundial del Reciclaje;Otro tipo de evento;Local;Ecología y medio ambiente;2025-05-13;2025-05-16;2025-05-16;2025;mayo;16;16;este viernes, de 9 a 14, el 16 de mayo;https://www.godoycruz.gob.ar/las-actividades-del-municipio-dia-mundial-del-reciclaje/;Gubernamental;Anual;Otro;Mendoza;Municipalidad de Godoy Cruz;Plaza Godoy Cruz;Desconocido;Plaza Godoy Cruz;Plaza de Godoy Cruz;95.0;No;Municipalidad de Godoy Cruz;100.0;No
Comicruz;Feria;Nacional - Regional (Centro);Arte y diseño;2025-05-12;2025-05-18;2025-05-18;2025;mayo;18;18;sábado 18 de mayo;https://www.godoycruz.gob.ar/se-viene-comicruz-homenaje-la-historieta-argentina-3/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Municipalidad de Godoy Cruz;Centro Cristoforo Colombo (A. Tomba 246);Desconocido;Centro Cristoforo Colombo;NO_MATCH;86.0;Sí;Municipalidad de Godoy Cruz;100.0;No
El 170º aniversario de Godoy Cruz;Feria;Local;Turismo y hotelería;2023-05-08;2025-05-10;2025-05-11;2025;mayo;10;11;del 10 de mayo al 11 de mayo;https://www.godoycruz.gob.ar/170o-aniversario-godoy-cruz-se-celebra-lo-grande3/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;El 170º aniversario de Godoy Cruz;GODOY CRUZ;"Espacio Arizu 
Biblioteca Municipal 
Cristoforo Colombo 
Basílica San Vicente Ferrer 
Cristoforo Colombo 
A. Tomba 54 
Biblioteca Manuel Belgrano";NO_MATCH;86.0;Sí;Gobierno de Godoy Cruz;86.0;Sí
Feria de las Mascotas;Feria;Único;Deporte y ocio;2025-05-03;2025-05-10;2025-05-10;2025;mayo;10;10;sábado 10 de mayo;https://www.mendovoz.com/las-heras/2025/5/3/las-heras-se-prepara-para-vivir-la-tercera-edicion-de-la-feria-de-las-mascotas-155660.html;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Parque de la Familia (Boulogne Sur Mer y Almirante Brown);MENDOZA;Parque de la Familia.;Parque de la Familia;100.0;No;MendoVoz;72.0;Sí
Concierto para la familia – De cómo la orquesta se transformó en sinfónica;Evento Cultural;Local;Arte y diseño;2025-05-13;2025-05-16;2025-05-16;2025;mayo;16;;mayo 16 en la Nave UNCuyo ;https://www.elsol.com.ar/cultura/la-orquesta-sinfonica-uncuyo-ofrecera-el-ciclo-concierto-para-la-familia/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo; la Nave UNCuyo;MENDOZA;La Sala Roja de la Nave UNCuyo;Nave UNCUYO;90.0;No;La Orquesta Sinfónica de la Universidad Nacional de Cuyo.;90.0;No
Pablo Picotto llega a Mendoza con su unipersonal “Tiempos modernos”;Evento Cultural;Provincial;Entretenimiento;2025-05-09;2025-05-11;2025-05-11;2025;mayo;11;11;domingo 11 de mayo;https://www.unidiversidad.com.ar/pablo-picotto-llega-a-mendoza-con-su-unipersonal-tiempos-modernos;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Universidad Nacional de Cuyo;Teatro Independencia;MENDOZA;Teatro Independencia;Teatro Independencia;100.0;No;Universidad Nacional de Cuyo.;100.0;No
Taller de comedia de Pablo Picotto;Seminario;Nacional - Regional (Cuyo);Arte y diseño;;;;2025;mayo;9;;9 de mayo, 2025;https://www.mendoza.gov.ar/prensa/pablo-picotto-llega-a-mendoza-con-su-unipersonal-tiempos-modernos-y-brindara-un-exclusivo-taller-de-comedia/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;Teatro Independencia;MENDOZA;Mendoza.;Universidad de Mendoza (UM);90.0;No;Prensa Gobierno de Mendoza;95.0;No
Tiempos modernos;Evento Cultural;Nacional - Regional (Cuyo);Entretenimiento, parques y atracciones;2025-05-05;2025-05-11;2025-05-12;2025;mayo;11;12;12 de mayo;https://www.mendovoz.com/eskpe/2025/5/5/pablo-picotto-llega-mendoza-con-tiempos-modernos-un-taller-exclusivo-de-comedia-155795.html;Corporativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Teatro Independencia (Chile 1184);MENDOZA;Teatro Independencia.;Teatro Independencia;100.0;No;MendoVoz;72.0;Sí
Niños, niñas y adolescentes en conflicto con la ley penal;Seminario;Nacional - Regional (Cuyo);Derecho;;2025-06-11;2025-06-18;2025;junio;11;18;11 y 18 de junio de 17 a 19 hs.;https://derecho.uncuyo.edu.ar/seminario-ninos-ninas-y-adolescentes-en-conflicto-con-la-ley-penal;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;modalidad sincrónica virtual;MENDOZA;Facultad de Derecho;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;UNIVERSIDAD NACIONAL DE CUYO;100.0;No
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal;Jornada;Nacional - Regional (Cuyo);Derecho;2025-06-10;2025-06-13;2025-06-13;2025;junio;13;13;10 de junio de 2025;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;aula E de la Facultad de Derecho, UNCUYO;Desconocido;La sede principal de este evento es la Facultad de Derecho, específicamente el aula E, de la UNCUYO (Universidad Nacional de Cuyo).;NO_MATCH;86.0;Sí;La Dirección del Seminario en Administración de Consorcios FD UNCUYO;86.0;Sí
Niños, niñas y adolescentes en conflicto con la ley penal;Seminario;Local;Derecho;2025-05-26;2025-06-11;2025-06-18;2025;junio;11;18;miércoles 11 y 18 de junio de 17 a 19 hs.;https://derecho.uncuyo.edu.ar/seminario-ninos-ninas-y-adolescentes-en-conflicto-con-la-ley-penal;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;;MENDOZA;Centro Universitario M5500JMA. Mendoza, Argentina;NO_MATCH;86.0;Sí;"Universidad Nacional de Cuyo

Facultad de Derecho";90.0;No
Seminario de Posgrado;Seminario;Local;Derecho;2025-01-01;2025-06-04;2025-09-03;2025;junio;4;3;del 4 de junio a lo largo de 7 encuentros híbridos;https://derecho.uncuyo.edu.ar/seminario-de-posgrado-tutela-procesal-del-consumidor;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Universidad Nacional de Cuyo;MENDOZA;Facultad de Derecho;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;"Secretaría de Ciencia, Técnica y Posgrado
Universidad Nacional de Cuyo 
posgrado1@derecho.uncu.edu.ar";90.0;No
Tiempos modernos;Evento Cultural;Nacional - Regional (Cuyo);Arte y diseño;2025-05-09;2025-05-11;2025-05-11;2025;mayo;11;11;el domingo 11 de mayo a las 20.30, y un taller-seminario intensivo de comedia de 15.30 a 18.30;https://www.unidiversidad.com.ar/pablo-picotto-llega-a-mendoza-con-su-unipersonal-tiempos-modernos;Otros;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Universidad Nacional de Cuyo (UNCuyo);el emblemtico Teatro Independencia;MENDOZA;Teatro Independencia.;Teatro Independencia;100.0;No;UNCUYO (Universidad Nacional de Cuyo);95.0;No
Diplomatura en Pericia Caligráfica y Grafopsicológica;Seminario;Nacional;Grafología y Pericia Caligráfica;2025-06-01;2025-06-01;2025-06-30;2025;junio;Junio;Junio;Inicio: Junio;https://www.umaza.edu.ar/landings/diplomatura-en-pericia-caligrafica-y-grafopsicologica;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;universidad Maza;Av. Acceso Este, Lateral Sur 2245, Guaymallén, Mendoza;Desconocido;Av. Acceso Este, Lateral Sur 2245, Guaymallén, Mendoza;NO_MATCH;86.0;Sí;Universidad Maza;100.0;No
Congreso Nacional de Cardiología;Congreso;Nacional;Medicina;2025-05-27;2025-05-29;2025-05-31;2025;mayo;29;31;del 29 al 31 de mayo;https://www.mendoza.gov.ar/prensa/con-la-participacion-de-referentes-mundiales-de-la-especialidad-se-realizara-en-mendoza-el-congreso-nacional-de-cardiologia-2025/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;un importante hotel del Gran Mendoza;Desconocido;Gran Mendoza;NO_MATCH;86.0;Sí;"El texto no menciona directamente el nombre de la entidad organizadora principal. Sin embargo, se menciona que el congreso es organizado por la ""región de Cuyo"". 

Sin embargo, se menciona el Ministerio de Salud como estando presente con un ""stand, charlas y actividades de la comunidad"" en el congreso, pero no se menciona explícitamente que sea el organizador principal.";86.0;Sí
Colación de Grados 2025;Congreso;Nacional - Regional (Cuyo);Educación;2025-12-19;2025-07-10;2025-07-12;2025;julio;10;12;del 10 al 12 de julio;https://fcm.uncuyo.edu.ar/no-se-publica;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Ciencias Médicas;Universidad Nacional de Cuyo;Desconocido;No se encuentra el nombre de la sede o locación principal en el texto proporcionado.;NO_MATCH;86.0;Sí;Facultad de Ciencias Médicas de la UNCUYO;95.0;No
Congreso Nacional de Cardiología 2025;Congreso;Nacional - Regional (Cuyo);Medicina;2025-05-27;2025-05-29;2025-05-31;2025;mayo;29;31;del 29 al 31 de mayo;https://www.mendoza.gov.ar/prensa/con-la-participacion-de-referentes-mundiales-de-la-especialidad-se-realizara-en-mendoza-el-congreso-nacional-de-cardiologia-2025/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;un importante hotel del Gran Mendoza;Desconocido;Gran Mendoza;NO_MATCH;86.0;Sí;Gobierno de Mendoza;100.0;No
Colación de Grados 2025;Convención;Local;Educación;2025-12-19;2025-03-30;2025-04-05;2025;marzo;30;5;del 30 de marzo al 5 de abril;https://fcm.uncuyo.edu.ar/no-se-publica;Académico;Anual;Congresos y Convenciones;Mendoza;Facultad de Ciencias Médicas;sede local;MENDOZA;Facultad de Ciencias Médicas de la UNCUYO;NO_MATCH;86.0;Sí;Facultad de Ciencias Médicas de la UNCUYO;95.0;No
IV Jornadas de Aracnología Mendoza 2025;Jornada;Nacional - Regional (Cuyo);Ciencias naturales y exactas;2025-05-22;2025-10-29;2025-10-31;2025;octubre;29;31;del 29 al 31 de octubre de 2025;https://fcen.uncuyo.edu.ar/iv-jornadas-de-aracnologia-mendoza-2025-un-encuentro-para-profundizar-en-el-estudio-de-los-aracnidos;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Padre Jorge Contreras 1300, Parque General San Martín, Mendoza;Desconocido;"Padre Jorge Contreras 1300

Parque General San Martín";Parque General San Martín;90.0;No;Universidad Nacional de Cuyo.;100.0;No
Congreso Nacional de Cardiología;Congreso;Nacional;Medicina;2025-10-07;2025-05-29;2025-05-31;2025;mayo;29;31;del 29 al 31 de mayo en un importante hotel del Gran Mendoza;https://www.mendoza.gov.ar/prensa/con-la-participacion-de-referentes-mundiales-de-la-especialidad-se-realizara-en-mendoza-el-congreso-nacional-de-cardiologia-2025/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;un importante hotel del Gran Mendoza;Desconocido;Gran Mendoza.;NO_MATCH;86.0;Sí;Gobierno de Mendoza.;100.0;No
Wine Expo;Feria;Nacional - Regional (Cuyo);Gastronomía;;2025-08-14;2025-08-15;2025;agosto;14;15;jueves 14 y viernes 15 de agosto;https://mendoza.puntoapunto.com.ar/wine-expo-2025-comenzo-la-preventa-de-entradas-para-la-feria-de-vinos-mas-convocante-de-mendoza/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Wine of Mendoza;Hotel Hilton Mendoza;Desconocido;Hotel Hilton;NO_MATCH;86.0;Sí;"Hotel Hilton Mendoza 

y 
Wine of Mendoza (WOM)";90.0;No
Feria del Libro 2025;Feria;Local;Literatura;2025-05-09;;;2025;mayo;5;8;del 5 hasta el 8 de mayo;https://www.malargue.gov.ar/tag/feria-del-libro-2025/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;Municipalidad de Malargüe;Polideportivo Malal-Hue;MALARGUE;Polideportivo Malal-Hue;NO_MATCH;86.0;Sí;Municipalidad de Malargüe;100.0;No
Swiftie Day;Otro tipo de evento;Local;Entretenimiento;;2025-05-03;2025-05-03;2025;mayo;3;3;3 de mayo, de 16 a 20;https://www.mendoza.gov.ar/prensa/este-sabado-llega-al-le-parc-el-swiftie-day/;Corporativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Mitre y Godoy Cruz, Guaymallén;GUAYMALLEN;El Espacio Cultural Julio Le Parc.;Espacio Cultural Julio Le Parc;95.0;No;Taylor Fest Mendoza;86.0;Sí
Wine Expo;Feria;Nacional - Regional (Cuyo);Gastronomía;2025-09-07;2025-08-14;2025-08-15;2025;agosto;14;15;El jueves 14 y viernes 15 de agosto;https://mendoza.puntoapunto.com.ar/wine-expo-2025-comenzo-la-preventa-de-entradas-para-la-feria-de-vinos-mas-convocante-de-mendoza/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Wine of Mendoza;Hotel Hilton, en Guaymallén, frente al Mendoza Shopping;Desconocido;Hotel Hilton Mendoza;Hilton Mendoza;95.0;No;Hotel Hilton Mendoza y Wine of Mendoza.;90.0;No
Comicruz;Feria;Nacional;Arte y diseño;2024-05-18;2025-05-18;2025-05-18;2025;mayo;18;18;Del 18 de mayo;https://www.godoycruz.gob.ar/evento/comicruz1/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Municipalidad de Godoy Cruz;Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246);Desconocido;Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246);Centro Patrimonial y Artístico Cristoforo Colombo;95.0;No;Municipalidad de Godoy Cruz;100.0;No
Día Mundial del Reciclaje;Jornada;Local;Ecología y medio ambiente;2025-05-17;2025-05-16;2025-05-16;2025;mayo;16;16;este viernes, del 16 de mayo;https://www.godoycruz.gob.ar/se-celebro-dia-mundial-del-reciclaje-actividades-promover-la-conciencia-ambiental/;Gubernamental;Anual;JORNADA (CONGRESOS Y CONVENCIONES);Mendoza;Municipalidad de Godoy Cruz;la Plaza departamental;TUNUYAN;Plaza departamental;Plaza departamental Tunuyán;95.0;No;Municipalidad;90.0;No
Día Mundial del Reciclaje;Jornada;Local;Ecología y medio ambiente;2023-05-13;2025-05-16;2025-05-16;2025;mayo;16;16;viernes 16 de mayo;https://www.godoycruz.gob.ar/las-actividades-del-municipio-dia-mundial-del-reciclaje/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Godoy Cruz;Plaza Godoy Cruz;Desconocido;La Plaza Godoy Cruz.;NO_MATCH;86.0;Sí;Municipalidad de Godoy Cruz;100.0;No
Se viene Comicruz;Exposición;Nacional;Arte y diseño;2025-05-12;2025-05-18;2025-05-18;2025;mayo;18;18;Tendrá lugar el domingo 18 de mayo, a las 16 horas;https://www.godoycruz.gob.ar/se-viene-comicruz-homenaje-la-historieta-argentina-3/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Municipalidad de Godoy Cruz;Centro Cristoforo Colombo (A. Tomba 246);Desconocido;Centro Cristoforo Colombo.;NO_MATCH;86.0;Sí;Municipalidad de Godoy Cruz;100.0;No
