nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
Investigadores y emprendedores vinculados a la UNCUYO expusieron sus proyectos ante la Fundación Argentina de Nanotecnología;Encuentro;Nacional - Regional (Cuyo);Tecnología;2025-09-26;2025-09-18;2025-09-18;2025;septiembre;18;18;18 de septiembre de 2025;https://www.uncuyo.edu.ar/ciencia_tecnica_y_posgrado/fanenlauncuyo2025;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Área de Innovación del Parque TIC de la UNCUYO;MENDOZA;Área de Innovación del Parque TIC de la UNCUYO;NO_MATCH;86.0;Sí;Fundación Argentina de Nanotecnología - Investigación;86.0;Sí
Henry Tong en el ITU: brindó una charla sobre Web3, hackathon e inspiración;Jornada;Local;Tecnología;2025-09-19;2025-09-19;2025-09-19;2025;septiembre;19;19;19 de septiembre de 2025;https://itu.uncuyo.edu.ar/henry-tong-en-el-itu-brindo-una-charla-sobre-web3-hackathon-e-inspiracion;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Instituto Tecnológico Universitario;Sub Sede Campus TIC del ITU UNCUYO;Desconocido;Parque Gral. San Martín;Parque General San Martín;91.0;No;Instituto Tecnológico Universitario;100.0;No
Escuelas de la UNCUYO: dónde le toca a cada estudiante la jornada presencial obligatoria y los exámenes;Jornada;Local;Educación;2025-09-23;2025-09-27;2025-10-11;2025;septiembre;27;11;sábado 27 de septiembre y los sábados 4 y 11 de octubre 2025;https://www.uncuyo.edu.ar/academica/escuelas-de-la-uncuyo-donde-le-toca-a-cada-estudiante-la-jornada-presencial-obligatoria-y-los-examenes;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);Escuelas de Mendoza;Desconocido;M5502JMA;NO_MATCH;45.0;Sí;Universidad Nacional de Cuyo (UNCUYO);100.0;No
Educación Concepción: alumnos recorrieron los íconos culturales de la ciudad;Jornada;Local;Educación;2025-10-01;2025-10-01;2025-10-01;2025;octubre;1;1;1 de octubre de 2025;https://viapais.com.ar/educacion/concepcion-alumnos-recorrieron-los-iconos-culturales-de-la-ciudad/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Municipalidad de Concepción;Desconocido;Teatro de la Estación;NO_MATCH;86.0;Sí;Municipalidad de Concepción;86.0;Sí
La Fundación Argentina de Nanotecnología visitará la UNCUYO para un networking abierto;Jornada;Nacional - Regional (Cuyo);Tecnología;2025-09-16;2025-09-18;2025-09-18;2025;septiembre;18;18;el 18 de septiembre, de 9 a 18;https://www.uncuyo.edu.ar/prensa/la-fundacion-argentina-de-nanotecnologia-visitara-la-uncuyo-para-un-networking-abierto;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Área de Innovación del Parque TIC de la UNCUYO, Rafael Cubillos 2056, Godoy Cruz;Desconocido;Área de Innovación del Parque TIC;NO_MATCH;86.0;Sí;Fundación Argentina de Nanotecnología;86.0;Sí
Cómo usar Microsoft 365, nueva edición de la capacitación para personal no docente;Workshop;Local;Tecnología;2024-09-09;2024-09-19;2024-10-03;2024;septiembre;19;3;19 de septiembre a 3 de octubre;https://www.uncuyo.edu.ar/academica/como-usar-microsoft-365-nueva-edicion-de-la-capacitacion-para-personal-nodocente;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Laboratorio de Informática - Primer piso - Edificio de Gobierno - Facultad de Ingeniería;Desconocido;Laboratorio de Informática - Primer piso - Edificio de Gobierno - Facultad de Ingeniería.;NO_MATCH;86.0;Sí;Secretaría Académica;86.0;Sí
Mendociencia 2025;Feria;Local;Tecnología;2025-09-30;2025-10-02;2025-10-04;2025;octubre;2;4;del 2 al 4 de octubre;https://www.elsol.com.ar/educacion/mendociencia-2025-la-feria-de-la-uncuyo-con-estaciones-interactivas-para-estudiantes-y-publico-general/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);sede central de la Facultad de Ciencias Exactas y Naturales de la Universidad Nacional de Cuyo (Padre Jorge Contreras 1300, Ciudad);Desconocido;Universidad Nacional de Cuyo (Padre Jorge Contreras 1300, Ciudad);NO_MATCH;86.0;Sí;Universidad Nacional de Cuyo (UNCuyo);100.0;No
Escuelas de la UNCUYO: aspirantes repasaron cómo serán los exámenes de ingreso;Encuentro;Nacional - Regional (Cuyo);Educación;2025-09-28;2025-09-28;2025-09-28;2025;septiembre;28;28;28 de septiembre de 2025;https://www.uncuyo.edu.ar/prensa/escuelas-de-la-uncuyo-aspirantes-repasaron-como-seran-los-examenes-de-ingreso;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);Universidad Nacional de Cuyo;MENDOZA;Universidad Nacional de Cuyo (UNCUYO).;Universidad Nacional de Cuyo (UNCUYO);100.0;No;Universidad Nacional de Cuyo (UNCUYO);100.0;No
XXXII Jornadas Nacionales RUEDES y XXVI Jornadas Nacionales RECCEE;Jornada;Nacional - Regional (Cuyo);Educación;2025-09-25;2025-09-25;2025-09-26;2025;septiembre;25;26;del jueves 25 y viernes 26 de septiembre;https://www.uncuyo.edu.ar/prensa/comenzaron-en-la-uncuyo-las-jornadas-nacionales-de-educacion-especial;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Campus de la Facultad;Desconocido;Centro Universitario.;NO_MATCH;86.0;Sí;RUEDES (Red Universitaria de Educación Especial);86.0;Sí
Semana de la Odontología Latinoamericana 2025;Jornada;Provincial;Odontología;2025-09-29;2025-09-29;2025-10-02;2025;septiembre;29;02;del 29 de septiembre al 2 de octubre;https://www.fodonto.uncuyo.edu.ar/semana-odonto-2025;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Facultad de Odontología UNCuyo;MENDOZA;Aula Magna;NO_MATCH;63.0;Sí;Facultad de Odontología;86.0;Sí
Semana Estudiantil 2025;Evento Cultural;Local;Cultura;2025-09-26;2025-09-27;2025-09-28;2025;septiembre;27;28;sábado 27 y domingo 28 de septiembre;https://www.tunuyan.gov.ar/site/reprogramacion-de-actividades-por-condiciones-climaticas/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Municipalidad de Tunuyán;Auditorio Municipal;MENDOZA;"Auditorio Municipal.
Polideportivo Municipal.";Polideportivo Municipal;90.0;No;Municipalidad de Tunuyán.;100.0;No
Encuentro Anual de Red y Fortalecimiento Institucional y Gubernamental;Encuentro;Provincial;Derecho;2025-09-22;2025-09-22;2025-09-22;2025;septiembre;22;22;septiembre 22, 2025;https://tupungato.gov.ar/?p=49375;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Tupungato;Hotel Turismo Tupungato;Desconocido;Hotel Turismo Tupungato.;Hotel de Turismo de Tupungato;95.0;No;Municipalidad de Tupungato;100.0;No
18° Conferencia Anual de Redes de Gobiernos y Ciudades Inteligentes;Conferencia;Nacional;Gobierno/Sindical;2025-09-19;2025-09-19;2025-09-20;2025;Sep;19;20;19 Sep 2025;https://lujandecuyo.gob.ar/2025/09/19/lujan-de-cuyo-cerro-con-exito-la-18-conferencia-anual-de-redes-de-gobiernos-y-ciudades-inteligentes/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Gran Hotel Potrerillos;POTRERILLOS;No hay información disponible sobre el nombre de un teatro, centro cultural, estadio o sala específico como sede o locación principal en la página.;NO_MATCH;86.0;Sí;Redes de Gobiernos y Ciudades Inteligentes - Luján de Cuyo;86.0;Sí
Media Maratón del IUSP;Evento Deportivo Nacional;Local;Maratón;2025-09-19;2025-10-19;2025-10-19;2025;octubre;19;19;domingo 19 de octubre, a las 8;https://www.mendovoz.com/deportes/polideportivo/2025/9/19/llega-la-cuarta-edicion-de-la-media-maraton-del-iusp-en-guaymallen-161691.html;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Predio de la Virgen, Guaymallén;GUAYMALLEN;Predio de la Virgen;NO_MATCH;86.0;Sí;IUSP;68.0;Sí
Latidos Saludables;Jornada;Local;Deporte y ocio;2025-09-03;2025-03-13;2025-03-13;2025;marzo;13;13;El sábado 13;https://www.godoycruz.gob.ar/llega-al-parque-benegas-la-caminata-latidos-saludables-personas-mayores/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Godoy Cruz;Parque Estación Benegas;Desconocido;Parque Estación Benegas;Estación Benegas;95.0;No;Municipalidad de Godoy Cruz;100.0;No
Celebramos los 60 años de la Universidad con dos funciones especiales del Coro;Evento Cultural;Local;Cultura;2025-10-08;2025-10-08;2025-10-08;2025;Octubre;08;08;08 Octubre 2025;https://www.uda.edu.ar/index.php/archivo-novedades-uda;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Universidad del Aconcagua;Teatro Mendoza;Desconocido;Teatro Mendoza;NO_MATCH;86.0;Sí;La Universidad del Aconcagua.;95.0;No
II Jornada de Adopción;Jornada;Provincial;Derecho;2025-09-19;2025-09-18;2025-09-18;2025;septiembre;18;18;día de ayer;https://www.mendovoz.com/actualidad/provinciales/2025/9/19/alfredo-cornejo-las-residencias-no-pueden-ser-lugares-de-espera-indefinida-161732.html;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;municipio de Luján de Cuyo;LUJAN DE CUYO;Luján de Cuyo;Polideportivo Luján de Cuyo;90.0;No;MendoVoz;72.0;Sí
San Clemente celebró sus 161 años reafirmando la unión con Malargüe a través del Paso Pehuenche;Otro tipo de evento;NS/NC;Turismo y hotelería;2025-10-13;;;;;;;;https://www.malargue.gov.ar/aprender-jugando-los-mas-chicos-exploran-la-naturaleza-en-malargue/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Municipalidad de Malargüe;San Clemente;Desconocido;"Archivo Histórico Raúl Becerra 
Jardín Nucleado 0-102 “Blanca Rosa Quiroga”
Museo Regional Jorge Luna";NO_MATCH;86.0;Sí;Municipalidad de Malargüe.;100.0;No
San Clemente celebró sus 161 años reafirmando la unión con Malargüe a través del Paso Pehuenche;Otro tipo de evento;Local;Cultura;2025-10-13;2025-10-13;2025-10-13;2025;octubre;13;13;13 octubre, 2025;https://www.malargue.gov.ar/malargue-celebra-el-dia-del-docente-con-musica-empanadas-y-gratitud/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;San Clemente;Desconocido;Centro Cultural y Polideportivo Malal Hue;Centro Cultural y Deportivo Malal Hue;95.0;No;Municipio;90.0;No
San Clemente celebró sus 161 años reafirmando la unión con Malargüe a través del Paso Pehuenche Leer nota completa;Evento Cultural;Local;Cultura;2025-10-13;2025-10-13;2025-10-13;2025;octubre;13;13;13 octubre, 2025;https://www.malargue.gov.ar/entre-musica-y-nieve-adultos-mayores-celebraron-y-coronaron-a-su-reina/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;San Clemente;MENDOZA;Malargüe.;Municipalidad de Malargüe;90.0;No;Dirección de Inclusión y Desarrollo Social.;86.0;Sí
Deportes San Rafael juega el Argentino de Selecciones C17 13/10/2025;Evento Deportivo Nacional;Nacional;Fútbol;2025-10-13;2025-10-13;2025-10-13;2025;10;13;13;13/10/2025;https://diariosanrafael.com.ar/sintesis-deportiva-1602/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;San Rafael;MENDOZA;Nacional;Universidad Nacional de Cuyo (UNCUYO);90.0;No;La Liga Nacional de fútbol de Guatemala;86.0;Sí
El mal menor;Otro tipo de evento;NS/NC;Ecología y medio ambiente;2025-09-22;;;;;;;septiembre 22, 2025;https://www.elsol.com.ar/mendoza/el-mal-menor-irrigacion-detallo-cuando-estara-lista-la-solucion-por-la-contaminacion-en-los-corralitos/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Dirección general de Irrigación;Casa de Gobierno;MENDOZA;Casa de Gobierno;Casa de Gobierno de Mendoza;90.0;No;Irrigación.;90.0;No
Asistencia Técnica en Riego Agrícola;Seminario;Provincial;Agricultura y ganadería;2025-09-14;2025-09-11;2025-09-18;2025;septiembre;11;18;del jueves 11 de septiembre al jueves 18 de septiembre;https://www.mendovoz.com/zona-este/la-comuna/2025/9/14/riego-agricola-irrigacion-comenzo-con-la-asistencia-tecnica-en-santa-rosa-161423.html;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Finca Campo Verde, Las Catitas, Santa Rosa;Desconocido;Mendoza;Universidad de Mendoza (UM);90.0;No;MendoVoz;72.0;Sí
Expo Apícola 2025;Exposición;Provincial;Agricultura y ganadería;2025-09-01;2025-09-05;2025-09-06;2025;setiembre;5;6;5 y 6 de setiembre;https://www.mendoza.gov.ar/prensa/lavalle-sera-sede-de-la-28-edicion-de-la-expo-apicola-2025/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;FAUD UNMDP y el Ministerio de Producción de la Nación;Consejo Apícola, ubicado en Villa Tulumaya;Desconocido;Villa Tulumaya;NO_MATCH;86.0;Sí;Ministerio de Producción;90.0;No
Cornejo inauguró la ampliación de la Escuela de Oficios Manuel Belgrano;Jornada;Local;Educación;2025-09-30;2025-09-30;2025-09-30;2025;septiembre;30;30;30 de septiembre de 2025;https://www.mendovoz.com/zona-este/la-comuna/2025/9/30/cornejo-inauguro-la-ampliacion-de-la-escuela-de-oficios-manuel-belgrano-162186.html;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Escuela de Oficios Manuel Belgrano;MENDOZA;Escuela de Oficios Manuel Belgrano;NO_MATCH;86.0;Sí;No se encuentra información sobre la entidad organizadora principal. La información proporcionada parece ser sobre una noticia relacionada con un evento, pero no menciona una entidad como organizadora principal.;86.0;Sí
Escuelas de la UNCUYO: aspirantes repasaron cómo serán los exámenes de ingreso;Encuentro;Nacional - Regional (Cuyo);Educación;2025-09-28;2025-10-04;2025-10-11;2025;octubre;4;11;del 4 al 11 de octubre de 2025;https://www.uncuyo.edu.ar/prensa/escuelas-de-la-uncuyo-aspirantes-repasaron-como-seran-los-examenes-de-ingreso;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);Escuelas de la UNCUYO;Desconocido;M5502JMA;NO_MATCH;45.0;Sí;Universidad Nacional de Cuyo (UNCUYO);100.0;No
Jornada anual de Prevención de Adicciones en la Escuela Técnica Jorge Raúl Barraquero;Jornada;Local;Psicología;2025-09-26;2025-09-25;2025-09-25;2025;septiembre;25;25;este viernes;https://alvearmendoza.gob.ar/jornada-anual-de-prevencion-de-adicciones-en-la-escuela-tecnica-jorge-raul-barraquero/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de General Alvear;Escuela Técnica N° 4-113 Ingeniero Jorge Raúl Barraquero;Desconocido;Escuela Técnica N° 4-113 Ingeniero Jorge Raúl Barraquero;NO_MATCH;86.0;Sí;Municipalidad de General Alvear;100.0;No
Inscripciones abiertas para ser Autoridad de Mesa;Otro tipo de evento;Nacional - Regional (Cuyo);Gobierno/Sindical;2025-09-18;2025-10-26;2025-10-26;2025;octubre;26;26;el 26 de octubre de este año;https://derecho.uncuyo.edu.ar/se-encuentran-abiertas-las-inscripciones-para-ser-autoridad-de-mesa-en-las-proximas-elecciones;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Secretaría Electoral de Mendoza;MENDOZA;Facultad de Derecho;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;Secretaría Electoral de Mendoza.;86.0;Sí
Escuelas de la UNCUYO: dónde le toca a cada estudiante la jornada presencial obligatoria y los exámenes;Jornada;Local;Educación;2025-09-23;2025-09-27;2025-10-11;2025;septiembre;27;11;sábado 27 de septiembre y sábados 4 y 11 de octubre;https://www.uncuyo.edu.ar/academica/escuelas-de-la-uncuyo-donde-le-toca-a-cada-estudiante-la-jornada-presencial-obligatoria-y-los-examenes;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Escuelas de la UNCUYO;Desconocido;"No se menciona la ubicación específica de la ""jornada presencial obligatoria"" o ""exámenes"", pero se menciona la ubicación central de la ""Secretaría Académica"" como:

M5502JMA. Mendoza, Argentina";NO_MATCH;86.0;Sí;Universidad Nacional de Cuyo.;100.0;No
LA PAZ CELEBRÓ A LO GRANDE LA ESTUDIANTINA 2025;Evento Cultural;Local;Multisectorial;2025-09-29;2025-09-01;2025-09-30;2025;septiembre;1;30;todo septiembre;https://lapazmendoza.gob.ar/category/novedades/;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;La Paz;LA PAZ;Plaza 9 de Julio.;Plaza 9 de julio;100.0;No;Municipalidad de La Paz;86.0;Sí
Celebramos los 60 años de la Universidad con dos funciones especiales del Coro;Evento Cultural;Local;Cultura;2025-10-08;2025-10-08;2025-10-08;2025;octubre;8;8;08 Octubre 2025;https://www.uda.edu.ar/index.php/archivo-novedades-uda;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Universidad del Aconcagua;Teatro Mendoza;Desconocido;Teatro Mendoza;NO_MATCH;86.0;Sí;Universidad del Aconcagua;100.0;No
Salida al Parque Deportivo de Montaña;Jornada;NS/NC;Deporte y ocio;2025-09-25;2025-10-04;2025-10-04;2025;octubre;4;4;sábado 4 de octubre;https://www.uda.edu.ar/index.php/categoria-uda/1771-salida-al-parque-deportivo-de-montana;Corporativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Parque Deportivo de Montaña ( Punto de encuentro: ver ubicación );MENDOZA;Parque Deportivo de Montaña;Parque Deportivo de Montaña;100.0;No;COMUNIDAD CAMPUS VIRTUAL;54.0;Sí
Natural Race 2025;Evento Deportivo Nacional;Nacional;Deporte y ocio;2025-09-22;2025-09-22;2025-09-22;2025;septiembre;22;22;lunes, 22 de septiembre de 2025;https://www.mendovoz.com/deportes/polideportivo/2025/9/22/dos-mil-corredores-le-dieron-vida-la-natural-race-2025-161828.html;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NATURA;Parque Deportivo de Montaña;MENDOZA;El Parque Deportivo de Montaña.;Parque Deportivo de Montaña;95.0;No;Natural Race 2025;90.0;No
Evento masivo en el Teatro Griego Frank Romero Day;Evento Cultural;Local;Entretenimiento;2025-09-12;2025-09-13;2025-09-13;2025;septiembre;13;13;El sábado 13 de septiembre;https://www.elsol.com.ar/mendoza/cierran-el-parque-deportivo-de-montana-durante-este-sabado-el-motivo/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Teatro Griego Frank Romero Day;MENDOZA;Teatro Frank Romero Day.;Teatro Griego Frank Romero Day;95.0;No;La Municipalidad de la Ciudad de Mendoza;86.0;Sí
Rally MTB argentino;Evento Deportivo Nacional;Nacional;Ciclismo;2025-09-02;2025-09-02;2025-09-02;2025;septiembre;02;02;2 DE SEPTIEMBRE, 2025;https://www.mendoza.gov.ar/prensa/bajo-la-lluvia-y-la-nieve-mendoza-escribio-una-pagina-epica-del-rally-mtb-argentino/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Gobierno de Mendoza;Parque Deportivo de Montaña;MENDOZA;Parque Deportivo de Montaña, estadio Malvinas Argentinas;Estadio Malvinas Argentinas;90.0;No;Prensa Gobierno de Mendoza;95.0;No
Torneo Regional Gustavo Yañez;Evento Deportivo Nacional;Nacional - Regional (Cuyo);Artes marciales y peleas;2025-09-28;;;2025;septiembre;;;este fin de semana;https://www.malargueadiario.com/judocas-malarguinos-arrasaron-en-un-torneo-regional/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Polideportivo de Villa Hipódromo, Godoy Cruz;Desconocido;Polideportivo de Villa Hipódromo;NO_MATCH;86.0;Sí;Escuela Municipal de Judo de Malargüe;86.0;Sí
Copa Copadísima;Evento Deportivo Nacional;Provincial;Deporte y ocio;2025-09-14;2025-09-11;2025-09-14;2025;septiembre;11;14;del 11 al 14 de septiembre;https://www.malargueadiario.com/patin-de-malargue-brilla-en-la-copa-copadisima-esfuerzo-disciplina-y-apoyo-familiar-cosechan-campeones-provinciales/;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Club Murialdo, en Guaymallén;Desconocido;Club Murialdo;NO_MATCH;86.0;Sí;La escuela de Patín de Malargüe.;86.0;Sí
Jornada Regional sobre Bibliotecas y Archivos;Jornada;NS/NC;Bibliotecología;2024-03-14;;;;;;;;https://educacion.uncuyo.edu.ar/la-facultad-en-los-medios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Educación;;Desconocido;Biblioteca de la Facultad de Educación;NO_MATCH;86.0;Sí;Facultad de Educación;100.0;No
Fundación Argentina de Nanotecnología visitará la UNCUYO para un networking abierto;Jornada;Local;Tecnología;2025-09-16;2025-09-18;2025-09-18;2025;septiembre;18;18;18 de septiembre;https://www.uncuyo.edu.ar/prensa/la-fundacion-argentina-de-nanotecnologia-visitara-la-uncuyo-para-un-networking-abierto;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Área de Innovación del Parque TIC, UNCUYO, Rafael Cubillos 2056, Godoy Cruz;Desconocido;Parque TIC.;NO_MATCH;86.0;Sí;Fundación Argentina de Nanotecnología;86.0;Sí
Potencial Joven;Encuentro;Nacional - Regional (Cuyo);Educación;2025-10-01;2025-10-28;2025-10-28;2025;octubre;28;28;El próximo martes 28 de octubre de 2025;https://www.uncuyo.edu.ar/bienestar/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);Universidad Nacional de Cuyo;MENDOZA;UNCUYO;Universidad Nacional de Cuyo (UNCUYO);90.0;No;Universidad Nacional de Cuyo (UNCUYO);100.0;No
Escuelas de la UNCUYO: aspirantes repasaron cómo serán los exámenes de ingreso;Encuentro;Local;Educación;2025-09-28;2025-09-28;2025-09-28;2025;septiembre;28;28;28 de septiembre de 2025;https://www.uncuyo.edu.ar/prensa/escuelas-de-la-uncuyo-aspirantes-repasaron-como-seran-los-examenes-de-ingreso;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Escuelas de la UNCUYO;Desconocido;Mendoza, Argentina.;NO_MATCH;86.0;Sí;Universidad Nacional de Cuyo.;100.0;No
Los Taninos Wine Fest;Feria;Nacional - Regional (Cuyo);Gastronomía;2025-10-03;2025-10-03;2025-10-04;2025;octubre;3;4;viernes 3 y sábado 4 de octubre de 19 a 23 horas;https://mendoza.puntoapunto.com.ar/mendoza-sera-sede-nuevamente-de-taninos-wine-fest-edicion-solidaria-2025/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Hotel Esplendor by Wyndham que se encuentra en el predio del Arenas Maipú;MAIPU;Hotel Esplendor by Wyndham Mendoza;NO_MATCH;86.0;Sí;Taninos Wine Fest;64.0;Sí
XXXII Jornadas Nacionales RUEDES y XXVI Jornadas Nacionales RECCEE;Jornada;Nacional - Regional (Cuyo);Educación;2025-09-25;2025-09-25;2025-09-26;2025;septiembre;25;26;el jueves 25 y viernes 26 de septiembre;https://www.uncuyo.edu.ar/prensa/comenzaron-en-la-uncuyo-las-jornadas-nacionales-de-educacion-especial;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Facultad de Educación (FE) de la Universidad Nacional de Cuyo (UNCUYO) en el Centro Universitario de la Ciudad de Mendoza;Desconocido;Centro Universitario de la Ciudad de Mendoza.;NO_MATCH;86.0;Sí;Red Universitaria de Educación Especial (RUEDES);86.0;Sí
Feria del Libro 2025;Feria;Provincial;Literatura;2025-09-25;2025-09-25;2025-10-05;2025;septiembre;25;5;desde el jueves 25 de septiembre y hasta el 5 de octubre;https://www.mendoza.edu.ar/25-al-28-de-septiembre/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Espacio Cultural Julio Le Parc;GUAYMALLEN;mendoza.edu.ar;NO_MATCH;86.0;Sí;Ministerio de Educación, Cultura, Infancias y DGE.;86.0;Sí
“Tango por los Caminos del Vino”: la Bodega Barberis se vistió de gala para recibir lo mejor del 2×4;Evento Cultural;Provincial;Danza;2025-09-25;2025-09-25;2025-09-26;2025;septiembre;25;26;25 de septiembre 2025 al 26 de septiembre 2025;https://www.guaymallen.gob.ar/tango-por-los-caminos-del-vino-la-bodega-barberis-se-vistio-de-gala-para-recibir-lo-mejor-del-2x4/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Bodega Barberis;GUAYMALLEN;Bodega Barberis;NO_MATCH;86.0;Sí;2x4 - Guaymallén;86.0;Sí
Feria del Libro de Mendoza;Feria;Provincial;Literatura;2025-09-24;2025-09-25;2025-10-05;2025;setiembre;25;5;del jueves 25 de setiembre hasta el domingo 5 de octubre;https://www.elsol.com.ar/cultura/quien-es-juan-gimenez-el-mendocino-que-creo-mundos-fantasticos-y-es-homenajeado-en-la-feria-del-libro-2025/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Espacio Cultural Julio Le Parc, ubicado en Godoy Cruz y Mitre de Guaymallén;GUAYMALLEN;Espacio Cultural Julio Le Parc y Teatro Independencia.;Teatro Independencia;90.0;No;Feria del Libro de Mendoza.;86.0;Sí
Publicado en Mendoza La reforma del Estatuto del Empleado Público tiene luz verde y la oposición define cómo votará;Otro tipo de evento;Provincial;Derecho;2025-09-24;2025-09-28;2025-09-28;2025;septiembre;28;28;el próximo martes;https://www.elsol.com.ar/mendoza/la-reforma-del-estatuto-del-empleado-publico-tiene-luz-verde-y-la-oposicion-define-como-votara/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Casa de las Leyes, Mendoza;Desconocido;Casa de las Leyes;NO_MATCH;86.0;Sí;La Unión Mendocina;86.0;Sí
Llega Tango por los Caminos del Vino a Guaymallén;Evento Cultural;Provincial;Danza;2025-09-22;2025-09-20;2025-09-26;2025;septiembre;20;26;del 20 al 26 de septiembre;https://www.guaymallen.gob.ar/llega-tango-por-los-caminos-del-vino-a-guaymallen/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;Bodega Barberis (Tirasso 5702, distrito El Sauce, Guaymallén);GUAYMALLEN;Guaymallén;Centro cultural Pascual Lauriente - Municipalidad de Guaymallén;90.0;No;MUNICIPIO;90.0;No
